"Betriebsname","Strasse","Nr.","Kreis","PLZ","Ort","Oeffnungszeit","Betriebsart","Status","X","Y"
"Club Flamingo","Limmatstrasse",65,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",682755.774,248509.05
"Club HW","Neufrankengasse ",22,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682183.001,248347.453
"Club Silbando","Förrlibuckstrasse ",62,5,8005,"Zürich","0400/frei","Nebenwirtschaft","Offen",681262.928,249576.04
"Collana","Theaterstrasse",9,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683701.214,246708.683
"Commercio","Mühlebachstrasse",2,8,8008,"Zürich","0400/Frei","Gastwirtschaft","Offen",683869.812,246715.041
"Commihalle","Stampfenbachstrasse",8,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683465.808,248026.22
"Dante ","Zwinglistrasse ",22,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682328.64,248082.877
"Darklight","Nansenstrasse ",12,11,8050,"Zürich","0400/frei","Gastwirtschaft","Offen",683512.103,251727.868
"Diagonal (UG) ","Glärnischstrasse ",10,2,8002,"Zürich","0400/Frei","Gastwirtschaft","Offen",683110.112,246749.683
"Dinghy","Brandschenkestrasse",5,1,8002,"Zürich","0400/frei","Gastwirtschaft","Offen",682744.172,247124.015
"Don Miguel","Müllerstrasse",72,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682320.766,247831.865
"Don Quijote","Brauerstrasse",36,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682211.521,248013.061
"Doy-Doy's","Niederdorfstrasse",71,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683472.338,247825.329
"Dörfli Bar","Schwamendingenstrasse",18,11,8050,"Zürich","0400/Frei","Gastwirtschaft","Offen",683734.119,251328.466
"EGOIST","Ankerstrasse",115,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",682266.386,247859.437
"EL Presidente","Langstrasse",80,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682165.584,247988.577
"EX4BAR","Müllerstrasse",63,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682335.518,247783.089
"Ebrietas","Zähringerstrasse ",39,1,8001,"Zürich","0400/frei","Kleinwirtschaft","Offen",683510.807,247820.27
"Elite","Langstrasse",135,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682242.362,248259.551
"Elite Club Lounge","Hohlstrasse ",452,9,8048,"Zürich","0400/Frei","Gastwirtschaft","Offen",679831.217,249222.638
"Elle'n'Belle","Limmatstrasse",118,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",682606.037,248718.525
"Enkidu (1.OG)","Langstrasse ",65,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682110.464,247923.854
"Escher Wyss","Hardstrasse ",305,5,8005,"Zürich","0400/Frei","Kantine / Mensa","Offen",681728.119,249332.047
"Escher-Wyss-Kebap","Hardstrasse ",238,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681626.046,249073.781
"Essbar","Badenerstrasse",101,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682058.243,247595.073
"FAMBAR","Militärstrasse",84,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682400.47,248123.401
"Falcone","Birmensdorferstrasse",150,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681638.349,247159.536
"Fallender Brunnenhof","Wehntalerstrasse",98,6,8057,"Zürich","0400/Frei","Gastwirtschaft","Offen",682794.031,250811.576
"Fanny Hill","Ankerstrasse",113,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682258.352,247852.261
"Felix am Bellevue","Bellevueplatz ",5,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683544.696,246881.337
"Ferrari Diadema","Hohlstrasse",216,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",681398.47,248465.857
"First Base","Badenerstrasse",276,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",681258.668,247857.135
"Flor do Caribe","Müllerstrasse ",74,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682314.102,247840.629
"Fly","Müllerstrasse",93,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682225.89,247905.416
"Fogo Latino","Dienerstrasse",51,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682154.314,248100.113
"Foodpoint","Köngengasse",8,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683446.41,247570.277
"Forum","Badenerstrasse",120,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",681950.097,247633.272
"Foyer Schiffbau (EG)","Schiffbaustrasse",4,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",681589.711,249209.685
"Franzos","Limmatquai",138,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683466.768,247838.004
"Frieda's Büxe","Friedaustrasse ",23,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",680977.138,247947.861
"Galant","Hardstrasse",9,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",680968.083,248135.839
"Gartenhof","Gartenhofstrasse",1,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682094.067,247352.362
"Gemeinschaftszentrum Wollishofen","Bachstrasse",7,2,8038,"Zürich","0400/Frei","Gastwirtschaft","Offen",682908.347,244379.228
"George Bar & Grill","Sihlstrasse",50,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",682630.169,247514.965
"Gerolds Garten","Geroldstrasse",23,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",681588.58,248921.511
"Glamour Bar","Rotwandstrasse",66,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682380.318,247796.489
"Glattwies ","Dübendorfstrasse",153,12,8051,"Zürich","0400/Frei","Gastwirtschaft","Offen",686296.612,250734.715
"Goldbrunnen Bar + Pizzeria Rosa","Birmensdorferstrasse",249,3,8055,"Zürich","0400/frei","Gastwirtschaft","Offen",681156.896,247136.853
"Golden Gate","Schöneggstrasse",15,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682166.16,248253.999
"Gonzo","Langstrasse",135,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682242.362,248259.551
"Goranac","Friesstrasse",24,11,8050,"Zürich","0400/Frei","Gastwirtschaft","Offen",683628.466,252189.243
"Gotthard","Langstrasse",63,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682102.013,247905.993
"Green Mango","Hohlstrasse",36,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682169.041,247963.994
"Gräbli Bar","Gräbligasse",1,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683493.08,247782.5
"Güterbahnhof","Seebahnstrasse",269,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",681696.966,248239.787
"Handelshof","Uraniastrasse",35,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",682851.035,247498.448
"Happy Beck","Hardstrasse",310,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",681792.132,249330.395
"Haute","Talstrasse",65,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",682827.509,247200.521
"Heaven","Spitalgasse",5,1,8001,"Zürich","0400/Frei","Dancing / Disco","Offen",683500.57,247565.284
"Heimat","Friesstrasse ",21,11,8050,"Zürich","0400/Frei","Kleinwirtschaft","Offen",683602.475,252128.598
"Helvti-Diner","Kasernenstrasse",2,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682578.314,247545.502
"Hey City","Franklinstrasse",27,11,8050,"Zürich","0400/Frei","Gastwirtschaft","Offen",683389.291,251566.376
"Highlander","Meinrad-Lienert-Strasse ",17,3,8003,"Zürich","0400/frei","Gastwirtschaft","Offen",681502.891,247666.37
"Hiltl","Sihlstrasse",28,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",682932.467,247517.462
"Hive","Geroldstrasse",5,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681688.81,248847.866
"Hooters Zürich","Stauffacherstrasse",96,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682119.683,247867.197
"Hotel Gregory ","Schöneggstrasse",6,4,8004,"Zürich","0400/Frei","Cabaret / Nachtclub","Offen",682217.558,248253.311
"Hotel Rivington & Sons ","Hardstrasse",201,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",681451.524,248936.913
"Houdini Kino Bar","Badenerstrasse",173,4,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681704.665,247639.613
"Hôtel Bar Chilli's","Müllerstrasse ",92,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682258.924,247902.779
"IQ-Bar","Hardstrasse",316,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681815.87,249362.791
"Inan Evin Kebab Haus","Hohlstrasse",187,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",681529.877,248334.663
"Ipanema Bar","Ankerstrasse ",116,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682300.547,247859.531
"Irma La Douce","St. Jakobstrasse",52,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",682428.006,247712.221
"Iroquois","Seefeldstrasse",120,8,8008,"Zürich","0400/Frei","Gastwirtschaft","Offen",684237.276,245876.356
"Jade Club","Brandschenkestrasse ",25,2,8002,"Zürich","0400/Frei","Gastwirtschaft","Offen",682688.744,247076.785
"Jeanette's Bar","Brauerstrasse",48,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682147.696,248061.275
"Jenseits IM VIADUKT","Viaduktstrasse",65,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",681828.332,248950.904
"Jil ","Siewerdtstrasse ",71,11,8050,"Zürich","0400/frei","Dancing / Disco","Offen",684191.898,251888.237
"Joker","Schaffhauserstrasse ",456,11,8052,"Zürich","0400/Frei","Gastwirtschaft","Offen",683625.994,252506.253
"Jolka Polka","Birmensdorferstrasse",191,3,8003,"Zürich","0400/frei","Gastwirtschaft","Offen",681428.064,247183.922
"K-9","Jakob-Fügli-Strasse",18,9,8048,"Zürich","0400/frei","Gastwirtschaft","Offen",678921,249169
"KINSKI","Zwinglistrasse",43,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682222.758,248133.685
"Kanzlei Turnhalle","Kanzleistrasse",56,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682105.353,247755.145
"Kaufleuten Restaurants AG","Pelikanstrasse ",18,1,8001,"Zürich","0400/frei","Dancing / Disco","Offen",682908.699,247343.579
"Kauz","Ausstellungsstrasse ",21,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",682937.652,248434.34
"Kebap Point","Langstrasse",206,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",682416.789,248558.237
"Kiosk 11","Friesstrasse",10,11,8050,"Zürich","0400/Frei","Kleinwirtschaft","Offen",683636.971,252076.036
"Kiosk Lollipop","Langstrasse",80,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682165.584,247988.577
"Klub 457","Hohlstrasse",457,9,8048,"Zürich","0400/frei","Gastwirtschaft","Offen",680140.309,249043.778
"Komplex","Hohlstrasse",457,9,8048,"Zürich","0400/Frei","Dancing / Disco","Offen",680140.309,249043.778
"Kongresshaus","Claridenstrasse ",3,2,8002,"Zürich","0400/frei","Gastwirtschaft","Offen",683067.371,246675.714
"Körnerstube","Köchlistrasse",35,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",681839.088,247576.039
"La Cucina di Mamma Mia","Hardstrasse",7,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",680959.537,248126.925
"La Piazzetta","Pelikanstrasse",37,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",682855.613,247246.971
"La Strega","Nietengasse",9,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682053.231,248204.257
"Lady Hamilton's","Beatengasse",11,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683179.632,247792.54
"Lake Side","Bellerivestrasse",170,8,8008,"Zürich","0400/frei","Gastwirtschaft","Offen",684257.914,245268.324
"Lambada","Dienerstrasse ",43,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682176.147,248083.261
"Langstars","Langstrasse",120,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682236.738,248169.553
"Le Calvados","Idaplatz",4,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681238.527,247586.41
"Le Coguin","Kruggasse",4,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683585.922,246962.6
"Le Petit Prince","Bleicherweg",21,2,8002,"Zürich","0400/frei","Gastwirtschaft","Offen",682831.607,246888.447
"Le Royal","Schreinerstrasse",64,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",681909.381,247925.39
"Les Amis","Förrlibuckstrasse",110,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681107.013,249590.446
"Les Garçons","Kernstrasse",60,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682130.822,248025.068
"Les Halles","Pfingstweidstrasse",6,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681549.957,249117.778
"Limmatberg ","Imbisbühlstrasse",1,10,8049,"Zürich","0400/Frei","Gastwirtschaft","Offen",679767.483,250704.179
"Longstreet","Langstrasse",92,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682187.57,248045.874
"Lugano 2000","Dienerstrasse",45,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682165.392,248090.751
"Lugano Bar","Langstrasse",108,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682217.714,248117.643
"Löwen","Dammstrasse",1,10,8037,"Zürich","0400/Frei","Gastwirtschaft","Offen",682247.425,249468.788
"Mahsen (EG)","Friesstrasse",10,11,8050,"Zürich","0400/Frei","Gastwirtschaft","Offen",683636.971,252076.036
"Maison Manesse","Hopfenstrasse",2,3,8045,"Zürich","0400/Frei","Gastwirtschaft","Offen",681775.552,246601.16
"Mambo Café","Limmatstrasse",195,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",682307.027,248984.565
"Manhattan","Hohlstrasse",189,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",681516.186,248342.889
"Mars Bar","Neufrankengasse ",15,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682189.783,248305.662
"Mascotte","Theaterstrasse",10,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683699.693,246761.458
"Mata Hari","Langstrasse",237,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",682478.445,248714.935
"Mausefalle","Uraniastrasse",40,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",682803.981,247482.508
"Maxim","Schoffelgasse",4,1,8001,"Zürich","0400/Frei","Cabaret / Nachtclub","Offen",683450.772,247275.058
"Mc Donald's","Baslerstrasse",50,9,8048,"Zürich","0400/Frei","Gastwirtschaft","Offen",680016.511,248918.359
"Mc Donald's","Badenerstrasse",21,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682411.609,247525.72
"Mc Donald's","Bahnhofplatz",5,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683199.584,247901.637
"Mc Donald's","Bahnhofstrasse",79,1,8001,"Zürich ","0400/Frei","Gastwirtschaft","Offen",683078.046,247731.413
"Mc Donald's","Gottfried-Keller-Strasse ",7,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683756.095,246765.474
"Mc Donald's","Tessinerplatz",10,2,8002,"Zürich","0400/frei","Gastwirtschaft","Offen",682525.388,246543.585
"Mc Gee's Irish Pub","Birmensdorferstrasse",83,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681967.988,247227.259
"Mehrspur","Förrlibuckstrasse",109,5,8005,"Zürich","0400/frei","Dancing / Disco","Offen",681070.542,249502.915
"Memphis","Langstrasse",119,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682212.67,248173.335
"Mephisto","Engelstrasse",60,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",681959.546,247864.765
"Mesob","Rotachstrasse",33,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681276.97,247218.686
"Midway","Zinistrasse",6,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682133.538,248187.893
"Milano","Militärstrasse",109,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682290.421,248162.964
"Monza Night 2000","Schöneggstrasse",5,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",682208.413,248224.23
"Moods im Schiffbau","Schiffbaustrasse",6,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681545.58,249229.015
"Morgenstern","Zwinglistrasse",27,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682293.302,248080.764
"Moulin Rouge","Mühlegasse",14,1,8001,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",683489.431,247616.755
"Mundial","Neugasse",76,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",682290.421,248621.212
"N-68","Niederdorfstrasse",68,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683488.279,247790.566
"Nachtjäger","Badenerstrasse",310,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",681105.73,247963.501
"Napoli","Sandstrasse",7,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681781.14,246719.642
"Narjil","Dorfstrasse ",1,10,8037,"Zürich","0400/Frei","Gastwirtschaft","Offen",681976.34,249756.378
"Nectar","Limmatstrasse",317,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681870.782,249386.659
"Negresco","Dienerstrasse",27,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682246.483,248030.699
"New Crazy Horse","Müllerstrasse",37,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",682411.962,247693.265
"New Point","Binzmühlestrasse",46,11,8050,"Zürich","0400/Frei","Gastwirtschaft","Offen",683509.794,252059.995
"New Point","Zurlindenstrasse",59,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681704.368,247076.832
"New Point","Hardstrasse",240,5,8005,"Zürich","0400/frei","Gastwirtschaft","Offen",681631.87,249082.321
"New Point","Kasernenstrasse","77a",4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682714.29,247842.038
"New Point ","Brauerstrasse",30,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682242.599,247988.385
"New Point Flora","Albisriederplatz",5,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",680913.281,248080.003
"New Tropical","Schöneggstrasse ",17,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682159.63,248258.609
"New York Food Co.","Stampfenbachstrasse",6,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683470.801,247997.027
"Nordbrücke","Dammstrasse",58,10,8037,"Zürich","0400/frei","Gastwirtschaft","Offen",682351.201,249734.617
"Nosch","Niederdorfstrasse",49,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683463.503,247752.155
"Old Crow","Schwanengasse",4,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683273.314,247391.821
"Olif X-trend","Langstrasse",81,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682144.976,247997.846
"Olympic Lounge Cafe","Ueberlandstrasse",350,12,8051,"Zürich","0400/Frei","Gastwirtschaft","Offen",686335.09,251398.733
"Olé Olé Bar","Langstrasse",138,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682268.809,248256.017
"Oriental Club","Hohlstrasse ",452,9,8048,"Zürich","0400/Frei","Dancing / Disco","Offen",679831.217,249222.638
"Orilo","Schaffhauserstrasse",413,11,8050,"Zürich","0400/Frei","Gastwirtschaft","Offen",683512.621,252168.757
"Outback Lodge","Stadelhoferstrasse",18,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683766.912,246829.99
"Paneolio Cucina Bar","Cramerstrasse ",8,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682136.392,247500.753
"Paparazzi","Dienerstrasse","20, 22",4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682309.174,248016.869
"Park Hyatt","Beethovenstrasse",21,2,8002,"Zürich","0400/frei","Gastwirtschaft","Offen",682906.201,246767.342
"Peking Garden-Pho Vietnam","Langstrasse ",13,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682004.257,247695.69
"Petite Fleur","Mythenquai",386,2,8038,"Zürich","0400/Frei","Gastwirtschaft","Offen",682833.13,244265.64
"Photobastei","Bärengasse",29,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",682924.453,247072.078
"Piranha Bar","Langstrasse",94,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682203.996,248051.379
"Platzhirsch","Spitalgasse",3,1,8001,"Zürich","0400/Frei","Gastwirtschaft","Offen",683482.687,247556.548
"Play Bar","Badenerstrasse",277,3,8003,"Zürich","0400/frei","Gastwirtschaft","Offen",681259.269,247820.335
"Plaza","Badenerstrasse",109,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682019.045,247598.702
"Polibar","Gertrudstrasse",50,3,8003,"Zürich","0400/Frei","Gastwirtschaft","Offen",681252.097,247485.274
"Porta d'Oro","Franklinstrasse",6,11,8050,"Zürich","0400/frei","Gastwirtschaft","Offen",683572.326,251496.179
"Predigerhof","Mühlegasse",15,1,8001,"Zürich","0400/frei","Gastwirtschaft","Offen",683511.902,247638.266
"Prime Steakhouse","Rebgasse",8,4,8004,"Zürich","0400/Frei","Gastwirtschaft","Offen",682481.133,247610.417
"Provitreff","Sihlquai",240,5,8005,"Zürich","0400/Frei","Gastwirtschaft","Offen",682399.317,249109.228
"Punto Bar","Friesstrasse",16,11,8050,"Zürich","0400/frei","Gastwirtschaft","Offen",683636.413,252109.926
"Pur Pur","Seefeldstrasse",9,8,8008,"Zürich","0400/frei","Gastwirtschaft","Offen",683843.914,246578.931
"Quai 61","Mythenquai",61,2,8002,"Zürich","0400/frei","Gastwirtschaft","Offen",682967.444,245917.485
"Ramada Hotel Zürich City","Badenerstrasse",537,9,8048,"Zürich","0400/Frei","Gastwirtschaft","Offen",680187.574,248492.465
"ReVier","Hohlstrasse",18,4,8004,"Zürich","0400/frei","Dancing / Disco","Offen",682242.004,247930.051
"Red Light","Brauerstrasse ",27,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682227.811,247967.835
"Red Lips","Hohlstrasse",47,4,8004,"Zürich","0400/frei","Cabaret / Nachtclub","Offen",682109.476,247970.665
"Red-Rose ","Stauffacherstrasse",106,4,8004,"Zürich","0400/Frei","Cabaret / Nachtclub","Offen",682047.277,247901.191
"Regina","Hohlstrasse",18,4,8004,"Zürich","0400/frei","Gastwirtschaft","Offen",682242.004,247930.051
